source,event_or_hook,context
modules_Documentation.md,onMousePress,"ypadEvent = nil   disconnect(overlay, {      onMousePress = onMousePress,     onMouseRelease = onMouseRelease,     onTouchPress = on"
modules_Documentation.md,onMouseRelease,"disconnect(overlay, {      onMousePress = onMousePress,     onMouseRelease = onMouseRelease,     onTouchPress = onMousePress,     onTo"
modules_Documentation.md,onTouchRelease,"ease = onMouseRelease,     onTouchPress = onMousePress,     onTouchRelease = onMouseRelease,     onMouseMove = onMouseMove    })   dis"
modules_Documentation.md,onMouseRelease,"ease,     onTouchPress = onMousePress,     onTouchRelease = onMouseRelease,     onMouseMove = onMouseMove    })   disconnect(keypad, {"
modules_Documentation.md,onMouseMove,"ss = onMousePress,     onTouchRelease = onMouseRelease,     onMouseMove = onMouseMove    })   disconnect(keypad, {     onTouchPress"
modules_Documentation.md,onMouseMove,"ess,     onTouchRelease = onMouseRelease,     onMouseMove = onMouseMove    })   disconnect(keypad, {     onTouchPress = onKeypadTou"
modules_Documentation.md,onTouchPress," onMouseMove = onMouseMove    })   disconnect(keypad, {     onTouchPress = onKeypadTouchPress,     onTouchRelease = onKeypadTouchRel"
modules_Documentation.md,onKeypadTouchPress,"onMouseMove    })   disconnect(keypad, {     onTouchPress = onKeypadTouchPress,     onTouchRelease = onKeypadTouchRelease,       onMouseMo"
modules_Documentation.md,onKeypadTouchRelease,"    onTouchPress = onKeypadTouchPress,     onTouchRelease = onKeypadTouchRelease,       onMouseMove = onKeypadTouchMove   })   disconnect(g_"
modules_Documentation.md,onMouseMove,"ouchPress,     onTouchRelease = onKeypadTouchRelease,       onMouseMove = onKeypadTouchMove   })   disconnect(g_game, {      onGame"
modules_Documentation.md,onKeypadTouchMove," onTouchRelease = onKeypadTouchRelease,       onMouseMove = onKeypadTouchMove   })   disconnect(g_game, {      onGameStart = online,     "
modules_Documentation.md,onGameStart,"seMove = onKeypadTouchMove   })   disconnect(g_game, {      onGameStart = online,     onGameEnd = offline    })   zoomInButton:dest"
modules_Documentation.md,onGameEnd,"   })   disconnect(g_game, {      onGameStart = online,     onGameEnd = offline    })   zoomInButton:destroy()   zoomOutButton:de"
modules_Documentation.md,onMouseMove,"  end end  function offline()   keypad:hide() end  function onMouseMove(widget, pos, offset)  end  function onMousePress(widget, po"
modules_Documentation.md,onMousePress,"d  function onMouseMove(widget, pos, offset)  end  function onMousePress(widget, pos, button)   overlay:raise()   if button == Mouse"
modules_Documentation.md,onMouseRelease,"de()     removeEvent(updateCursorEvent)   end end  function onMouseRelease(widget, pos, button)   if button == MouseTouch then     ove"
modules_Documentation.md,onKeypadTouchMove,"else     overlay.cursor:setOpacity(0.8)   end end  function onKeypadTouchMove(widget, pos, offset)   keypadMousePos = {x=(pos.x - widget:"
modules_Documentation.md,onKeypadTouchPress,"tion().y) / widget:getHeight()}   return true end  function onKeypadTouchPress(widget, pos, button)   if button ~= MouseTouch then return "
modules_Documentation.md,onKeypadTouchRelease,"et:getHeight()}   executeWalk()   return true end  function onKeypadTouchRelease(widget, pos, button)   if button ~= MouseTouch then return "
modules_Documentation.md,onLoad,p://otclient.net   sandboxed: true   scripts: [ mobile ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📄 mobile.otui `
modules_Documentation.md,onUnload, sandboxed: true   scripts: [ mobile ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📄 mobile.otui ```otui UIWidget   an
modules_Documentation.md,onSetup,"  !text: tr('Music volume: %d', 100)     margin-top: 6     @onSetup: |       local value = modules.client_options.getOption('mu"
modules_Documentation.md,onSetup,"ext: tr('Bot sound volume: %d', 100)     margin-top: 6     @onSetup: |       local value = modules.client_options.getOption('bo"
modules_Documentation.md,onOptionChange," profile    ComboBox     id: profile     margin-top: 3     @onOptionChange: modules.client_options.setOption(self:getId(), self.curren"
modules_Documentation.md,onSetup,"ent_options.setOption(self:getId(), self.currentIndex)     @onSetup: |       self:addOption(""1"")       self:addOption(""2"")     "
modules_Documentation.md,onSetup, while walking if you press many keys simultaneously')     @onSetup: |       local value = modules.client_options.getOption('ho
modules_Documentation.md,onSetup,bel     id: walkFirstStepDelayLabel     margin-top: 10     @onSetup: |       local value = modules.client_options.getOption('wa
modules_Documentation.md,onSetup,   Label     id: walkTurnDelayLabel     margin-top: 10     @onSetup: |       local value = modules.client_options.getOption('wa
modules_Documentation.md,onSetup,l     margin-top: 10     $mobile:       visible: false     @onSetup: |       local value = modules.client_options.getOption('wa
modules_Documentation.md,onSetup, Label     id: walkStairsDelayLabel     margin-top: 10     @onSetup: |       local value = modules.client_options.getOption('wa
modules_Documentation.md,onSetup,abel     id: walkTeleportDelayLabel     margin-top: 10     @onSetup: |       local value = modules.client_options.getOption('wa
modules_Documentation.md,onClick, id: changeLocale       !text: tr('Change language')       @onClick: modules.client_locales.createWindow()       anchors.left: 
modules_Documentation.md,onSetup,".otui ```otui OptionPanel   Label     text-wrap: false     @onSetup: |       self:setText(tr(""GPU: "") .. g_graphics.getRenderer"
modules_Documentation.md,onSetup,"ics.getRenderer())          Label     text-wrap: false     @onSetup: |       self:setText(tr(""Version: "") .. g_graphics.getVers"
modules_Documentation.md,onOptionChange,"  margin-top: 3     margin-right: 2     margin-left: 2     @onOptionChange: modules.client_options.setOption(self:getId(), self.curren"
modules_Documentation.md,onSetup,"ent_options.setOption(self:getId(), self.currentIndex)     @onSetup: |       self:addOption(""Automatic"")       self:addOption("""
modules_Documentation.md,onSetup,"('Game framerate limit: %s', 'max')     margin-top: 12     @onSetup: |       local value = modules.client_options.getOption('ba"
modules_Documentation.md,onSetup,1    Label     id: ambientLightLabel     margin-top: 6     @onSetup: |       local value = modules.client_options.getOption('am
modules_Documentation.md,onOptionChange,"2     margin-left: 2     $mobile:       visible: false     @onOptionChange: modules.client_options.setOption(self:getId(), self:getCur"
modules_Documentation.md,onSetup,".setOption(self:getId(), self:getCurrentOption().text)     @onSetup: |       self:addOption(""Default"")       for _, file in ipa"
modules_Documentation.md,onOptionChange,"el.bottom       margin-top: 3       margin-right: 20       @onOptionChange: modules.client_options.setOption(self:getId(), self.curren"
modules_Documentation.md,onSetup,"t_options.setOption(self:getId(), self.currentIndex)       @onSetup: |         self:addOption(""0"")         self:addOption(""1"") "
modules_Documentation.md,onSetup,"t_options.setOption(self:getId(), self.currentIndex)       @onSetup: |         self:addOption(""1"")         self:addOption(""2"") "
modules_Documentation.md,onOptionChange,"s.top: backpackPanelLabel.bottom       margin-top: 3       @onOptionChange: modules.client_options.setOption(self:getId(), self.curren"
modules_Documentation.md,onSetup,"t_options.setOption(self:getId(), self.currentIndex)       @onSetup: |         self:addOption(""1st left panel"")         self:ad"
modules_Documentation.md,onSetup,"ent_options.setOption(self:getId(), self.currentIndex)     @onSetup: |       self:addOption(""None"")       self:addOption(""Defau"
modules_Documentation.md,onSetup,""")    Label     id: floorFadingLabel     margin-top: 6     @onSetup: |       local value = modules.client_options.getOption('fl"
modules_Documentation.md,onGameStart,"    addEvent(function() setup() end)      connect(g_game, { onGameStart = online,                      onGameEnd = offline })      "
modules_Documentation.md,onGameEnd,"onnect(g_game, { onGameStart = online,                      onGameEnd = offline })                     end  function terminate() "
modules_Documentation.md,onGameStart,"           end  function terminate()   disconnect(g_game, { onGameStart = online,                      onGameEnd = offline })      "
modules_Documentation.md,onGameEnd,"onnect(g_game, { onGameStart = online,                      onGameEnd = offline })      g_keyboard.unbindKeyDown('Ctrl+Shift+F') "
modules_Documentation.md,onProfileChange,"lue    if key == ""profile"" then     modules.client_profiles.onProfileChange()   end      if key == 'classicView' or key == 'rightPanels"
modules_Documentation.md,onLoad,dubart/otclient   sandboxed: true   scripts: [ options ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📄 options.otui 
modules_Documentation.md,onUnload,sandboxed: true   scripts: [ options ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📄 options.otui ```otui OptionCheckB
modules_Documentation.md,onCheckChange," ---  # 📄 options.otui ```otui OptionCheckBox < CheckBox   @onCheckChange: modules.client_options.setOption(self:getId(), self:isChec"
modules_Documentation.md,onValueChange,"-top: 2  OptionScrollbar < HorizontalScrollBar   step: 1   @onValueChange: modules.client_options.setOption(self:getId(), self:getVal"
modules_Documentation.md,onEnter,'Options')   size: 490 500   $mobile:     size: 490 360    @onEnter: modules.client_options.hide()   @onEscape: modules.client_
modules_Documentation.md,onEscape,size: 490 360    @onEnter: modules.client_options.hide()   @onEscape: modules.client_options.hide()    TabBarVertical     id: op
modules_Documentation.md,onClick,.right: parent.right     anchors.bottom: parent.bottom     @onClick: |       g_settings.save()       modules.client_options.hid
modules_Documentation.md,onGameStart,"gedProfile = false  function init()   connect(g_game, {     onGameStart = online,     onGameEnd = offline   })  end  function termi"
modules_Documentation.md,onGameEnd,"on init()   connect(g_game, {     onGameStart = online,     onGameEnd = offline   })  end  function terminate()   disconnect(g_ga"
modules_Documentation.md,onGameStart,"   })  end  function terminate()   disconnect(g_game, {     onGameStart = online,     onGameEnd = offline   }) end  -- loads settin"
modules_Documentation.md,onGameEnd,"nate()   disconnect(g_game, {     onGameStart = online,     onGameEnd = offline   }) end  -- loads settings on character login fu"
modules_Documentation.md,onProfileChange,"tProfile..""/""..fileNameWithFormat end  function offline()   onProfileChange(true) end  -- profile change callback (called in options), "
modules_Documentation.md,onProfileChange,"ns), saves settings & reloads given module configs function onProfileChange(offline)   if not offline then     if not g_game.isOnline()"
modules_Documentation.md,onError,"tents(file))     end)     if not status then         return onError(                    ""Error while reading profiles file. To "
modules_Documentation.md,onError,".encode(settings, 2) end)   if not status then       return onError(                  ""Error while saving profile settings. Dat"
modules_Documentation.md,onError,"end   if result:len() > 100 * 1024 * 1024 then       return onError(                  ""Something went wrong, file is above 100M"
modules_Documentation.md,onLoad,oadable: false   scripts: [ profiles ]   sandboxed: true   @onLoad: init()   @onUnload: terminate() ``` ---  # 📦 Moduł: `clien
modules_Documentation.md,onUnload,cripts: [ profiles ]   sandboxed: true   @onLoad: init()   @onUnload: terminate() ``` ---  # 📦 Moduł: `client_stats`  # 📄 stats.
modules_Documentation.md,onClose,vent(updateEvent)   removeEvent(monitorEvent) end  function onClose()   statsButton:setOn(false) end  function toggle()   if st
modules_Documentation.md,onLoad,   scripts: [ stats ]   dependencies: [ client_topmenu ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📄 stats.otui ``
modules_Documentation.md,onUnload,s ]   dependencies: [ client_topmenu ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📄 stats.otui ```otui DebugText < La
modules_Documentation.md,onClose,d: debugWindow   size: 550 600   !text: tr('Debug Info')   @onClose: modules.client_stats.onMiniWindowClose()   &save: false   
modules_Documentation.md,onMiniWindowClose,   !text: tr('Debug Info')   @onClose: modules.client_stats.onMiniWindowClose()   &save: false   margin: 0 0 0 0   padding: 25 3 3 3   op
modules_Documentation.md,onEnter,ng: 25 3 3 3   opacity: 0.9   $mobile:     size: 550 300   @onEnter: modules.client_stats.toggle()   @onEscape: modules.client_
modules_Documentation.md,onEscape, size: 550 300   @onEnter: modules.client_stats.toggle()   @onEscape: modules.client_stats.toggle()         ScrollablePanel     
modules_Documentation.md,onLoad,edubart/otclient   scripts: [ styles ]   sandboxed: true   @onLoad: init()   @onUnload: terminate() ``` ---  # 📦 Moduł: `clien
modules_Documentation.md,onUnload, scripts: [ styles ]   sandboxed: true   @onLoad: init()   @onUnload: terminate() ``` ---  # 📦 Moduł: `client_terminal`  # 📄 com
